id,permit_permit_id,boroughid,permitcategory,currentstatus,duration_start_date,duration_end_date,reason_category,occupancy_name,submittercategory,organizationname,duration_days_mon_active,duration_days_mon_all_day_round,duration_days_tue_active,duration_days_tue_all_day_round,duration_days_wed_active,duration_days_wed_all_day_round,duration_days_thu_active,duration_days_thu_all_day_round,duration_days_fri_active,duration_days_fri_all_day_round,duration_days_sat_active,duration_days_sat_all_day_round,duration_days_sun_active,duration_days_sun_all_day_round,duration_days_sat_start_time,duration_days_sat_end_time,duration_days_mon_start_time,duration_days_mon_end_time,duration_days_tue_start_time,duration_days_tue_end_time,duration_days_wed_start_time,duration_days_wed_end_time,duration_days_thu_start_time,duration_days_thu_end_time,duration_days_fri_start_time,duration_days_fri_end_time,duration_days_sun_start_time,duration_days_sun_end_time,load_date,longitude,latitude
"628e5202ebcf900013d12f3a","OCC-2206LV00657387","Ville-Marie","Travaux","Permis émis","2022-06-12T20:00:00Z","2024-12-22T18:59:59Z","Construction/rénovation sans excavation","Labelle entre René-Lévesque et Sainte-Catherine","Organisation publique ou son sous-traitant","Cegerco","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.558774341327,45.514776096280364
"6573758536813c001d42058b","OCC-2312NK09150540","Verdun","Travaux","Permis émis","2024-01-07T19:00:00Z","2024-01-19T18:59:59Z","Égouts et aqueducs - Inspection et nettoyage","Rhéaume entre Gaétan-Laberge et Wellington","Entrepreneur sous contrat avec la Ville de Montréal","ORTEC ENVIRONNEMENT SERVICES INC","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00",,,"2024-01-20T00:11:30Z",-73.56539042760404,45.46798101666125
"65737ef682eb3f0019f3da2c","OCC-2312RI11082552","Lachine","Travaux","Permis émis","2024-01-07T19:00:00Z","2024-01-19T18:59:59Z","Égouts et aqueducs - Inspection et nettoyage","35e entre Victoria et Saint-Antoine","Entrepreneur sous contrat avec la Ville de Montréal","ORTEC ENVIRONNEMENT SERVICES INC","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00",,,"2024-01-20T00:11:30Z",-73.69600934174763,45.43906768695064
"65770fd6131d0e001dd01edd","OCC-2401JY14342876","Lachine","Travaux","Permis émis","2024-01-14T19:00:00Z","2024-01-19T18:59:59Z","Égouts et aqueducs - Inspection et nettoyage","Victoria entre Saint-Joseph et George-V","Entrepreneur sous contrat avec la Ville de Montréal","ORTEC ENVIRONNEMENT SERVICES INC","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00",,,"2024-01-20T00:11:30Z",-73.65836710984875,45.43963673529435
"65771a04131d0e001dd02279","OCC-2312GQ10852576","Ville-Marie","Travaux","Permis émis","2023-12-22T19:00:00Z","2024-01-31T18:59:59Z","Autre","De Bleury entre Sainte-Catherine et Mayor","Entreprise","Construction Omnia-Cogir inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.56788990439907,45.50668133456149
"657721eb131d0e001dd02457","OCC-2312GA09315054","Ville-Marie","Travaux","Permis émis","2023-12-08T19:00:00Z","2024-02-02T18:59:59Z","Construction/rénovation avec excavation","De La Gauchetière entre Beaver Hall et Robert-Bourassa","Entreprise","Pomerleau","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.5648910212833,45.50101620884234
"6577227851803c001905fb0b","OCC-2312DJ09286847","Ville-Marie","Travaux","Permis émis","2023-12-11T19:00:00Z","2024-02-29T18:59:59Z","Construction/rénovation sans excavation","Drummond entre René-Lévesque et Sainte-Catherine","Entreprise","Pomerleau","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.57268950446112,45.4977829626573
"6577275f131d0e001dd025bb","OCC-2312TP09189044","Le Sud-Ouest","Travaux","Permis émis","2022-09-09T20:00:00Z","2024-05-15T19:59:59Z","Construction/rénovation sans excavation","Lionel-Groulx entre Lionel-Groulx et Rose-de-Lima","Organisation publique ou son sous-traitant","Construction Sorel Ltée","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.58179971591983,45.48145014942162
"65772e5651803c001905fe3a","OCC-2312IO09328040","Villeray-Saint-Michel-Parc-Extension","Travaux","Permis émis","2024-01-07T19:00:00Z","2024-01-19T18:59:59Z","Égouts et aqueducs - Inspection et nettoyage","Jean-Talon entre Chabot et De Lorimier","Entrepreneur sous contrat avec la Ville de Montréal","ORTEC ENVIRONNEMENT SERVICES INC","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"09:00","15:00","09:00","15:00","09:00","15:00","09:00","15:00","09:00","15:00",,,"2024-01-20T00:11:30Z",-73.60549263124227,45.54976063271111
"65773382131d0e001dd02876","OCC-2312TM09328661","Villeray-Saint-Michel-Parc-Extension","Travaux","Permis émis","2024-01-07T19:00:00Z","2024-01-19T18:59:59Z","Égouts et aqueducs - Inspection et nettoyage","Juillet entre Juillet et De Chateaubriand","Entrepreneur sous contrat avec la Ville de Montréal","ORTEC ENVIRONNEMENT SERVICES INC","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00",,,"2024-01-20T00:11:30Z",-73.6240972235799,45.544493462387805
"6577362d51803c001905ff93","OCC-2312UB09329195","Villeray-Saint-Michel-Parc-Extension","Travaux","Permis émis","2024-01-07T19:00:00Z","2024-01-19T18:59:59Z","Égouts et aqueducs - Inspection et nettoyage","Marquette entre L.-O.-David et Tillemont","Entrepreneur sous contrat avec la Ville de Montréal","ORTEC ENVIRONNEMENT SERVICES INC","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00",,,"2024-01-20T00:11:30Z",-73.61539567225483,45.55078347437534
"65773ad8131d0e001dd02a71","OCC-2312XC15210789","Mercier-Hochelaga-Maisonneuve","Travaux","Permis émis","2024-01-07T19:00:00Z","2024-05-31T19:59:59Z","Construction/rénovation sans excavation","Valois entre Valois et Valois","Entreprise","Construction Gamarco Inc.","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00",,,"2024-01-20T00:11:30Z",-73.55212007496402,45.54967948982095
"65774386131d0e001dd02bb0","OCC-2401JX12755826","Ville-Marie","Travaux","Permis émis","2024-01-16T19:00:00Z","2024-01-19T18:59:59Z","Construction/rénovation avec excavation","Saint-Laurent entre De La Gauchetière et René-Lévesque","Entreprise","Alex maconnerie inc.","t","t","t","t","t","t","t","t","t","t","f","f","f","f",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.56114965717514,45.50857199981556
"65774c2d131d0e001dd02c6f","OCC-2312BL09332396","Ville-Marie","Travaux","Permis émis","2024-01-18T19:00:00Z","2024-01-31T18:59:59Z","Construction/rénovation sans excavation","Jeanne-Mance entre René-Lévesque et Sainte-Catherine","Entreprise","Edyfic Construction","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.56534291170867,45.50668998437623
"6577538651803c001906059b","OCC-2312HO11751129","Ville-Marie","Travaux","Permis émis","2023-12-31T19:00:00Z","2024-01-31T18:59:59Z","Construction/rénovation sans excavation","Sainte-Catherine entre Balmoral et De Bleury","Entreprise","Edyfic Construction","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.56660998551067,45.50656955807377
"657764fe131d0e001dd0331c","OCC-2401QY10027844","Le Plateau-Mont-Royal","Travaux","Permis émis","2024-01-14T19:00:00Z","2024-01-26T18:59:59Z","Construction/rénovation avec excavation","Mentana entre Saint-Grégoire et Gilbert-Langevin","Entrepreneur sous contrat avec la Ville de Montréal","Loiselle inc.","t","t","t","t","t","t","t","t","t","t","f","f","f","f",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.59195339259523,45.53240266024709
"65776a6f131d0e001dd03431","OCC-2312NO10080630","Côte-des-Neiges-Notre-Dame-de-Grâce","Travaux","Permis émis","2023-12-10T19:00:00Z","2024-01-31T18:59:59Z","Construction/rénovation avec excavation","Ruelle","Entreprise","Somerled Capital LP","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.63551929058839,45.47120774570924
"657777ba51803c0019060da9","OCC-2312NQ10058264","Côte-des-Neiges-Notre-Dame-de-Grâce","Travaux","Permis émis","2023-12-14T19:00:00Z","2024-04-30T19:59:59Z","Autre","Brillon entre Marlowe et Northcliffe","Entrepreneur sous contrat avec la Ville de Montréal","NMP Golf Construction Inc","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.61831158962039,45.47968325993683
"65779182131d0e001dd0387c","OCC-2312TM09976804","Ville-Marie","Travaux","Permis émis","2023-10-12T20:00:00Z","2024-02-16T18:59:59Z","Autre","Ruelle","Entreprise","Edyfic Construction","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.57606535525333,45.50133456947426
"65779286131d0e001dd03887","OCC-2312BP09974099","Ville-Marie","Travaux","Permis émis","2023-11-24T19:00:00Z","2024-01-31T18:59:59Z","Autre","Ruelle","Entreprise","Edyfic Construction","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.57616371117153,45.501236227286114
"65785469e7522f001d29babd","OCC-2401YM07523583","Côte-des-Neiges-Notre-Dame-de-Grâce","Travaux","Permis émis","2024-01-14T19:00:00Z","2024-02-05T18:59:59Z","S-2 Infrastructure souterraine mineure ou équipement hors-sol - Réseaux électriques, télécommunications ou câbles des distributions ","Savane entre Savane et Savane","CSEM (Commission des services électriques de Montréal) ou son sous-traitant
","G-TEK INC.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.65377814506402,45.49919883581041
"65785928ba17c60019f75992","OCC-2312YN09994102","Ville-Marie","Travaux","Permis émis","2023-12-21T19:00:00Z","2024-01-31T18:59:59Z","Construction/rénovation avec excavation","Robert-Bourassa entre Duke et Saint-Jacques","Entreprise","Broccolini Construction Inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.56159402939691,45.4988210761206
"65785a42e7522f001d29bb7f","OCC-2312UA09976982","Pierrefonds-Roxboro","Travaux","Permis émis","2022-01-04T19:00:00Z","2024-12-31T18:59:59Z","Autre","Sources entre Pavillon et Riverdale","Organisation publique ou son sous-traitant","NouvLR","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.82473602381604,45.51249785330996
"65785bc5ba17c60019f75a47","OCC-2312ZK09979389","Pierrefonds-Roxboro","Travaux","Permis émis","2022-01-04T19:00:00Z","2024-12-31T18:59:59Z","Autre","Centre-Commercial entre 4e et Jean-Brillant","Organisation publique ou son sous-traitant","NouvLR","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.80588610046938,45.50838574968341
"65786268e7522f001d29be4d","OCC-2312NL10193652","Ville-Marie","Travaux","Permis émis","2023-12-21T19:00:00Z","2024-04-30T19:59:59Z","Construction/rénovation sans excavation","Ruelle","Organisation publique ou son sous-traitant","Construction Demathieu & Bard (CDB) inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.55714350457548,45.53691714382013
"65786475ba17c60019f75c32","OCC-2312HG10213024","Ville-Marie","Travaux","Permis émis","2023-12-21T19:00:00Z","2024-04-30T19:59:59Z","Construction/rénovation sans excavation","Bercy entre Rouen et Hochelaga","Organisation publique ou son sous-traitant","Construction Demathieu & Bard (CDB) inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.55679416823155,45.536638925595774
"6573129848156e0019bb6b94","OCC-2312VZ06537378","Anjou","Travaux","Permis émis","2024-01-07T19:00:00Z","2024-01-19T18:59:59Z","Égouts et aqueducs - Inspection et nettoyage","Louresse entre Louresse et Louresse","Entrepreneur sous contrat avec la Ville de Montréal","ORTEC ENVIRONNEMENT SERVICES INC","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00",,,"2024-01-20T00:11:30Z",-73.57530125254766,45.6051474414022
"657371ae82eb3f0019f3d818","OCC-2312KD09148495","Verdun","Travaux","Permis émis","2024-01-07T19:00:00Z","2024-01-19T18:59:59Z","Égouts et aqueducs - Inspection et nettoyage","Wellington entre 2e et 3e","Entrepreneur sous contrat avec la Ville de Montréal","ORTEC ENVIRONNEMENT SERVICES INC","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00",,,"2024-01-20T00:11:30Z",-73.56752292958167,45.45745993533975
"65721c2948156e0019bb6482","OCC-2312LS06716183","Ville-Marie","Travaux","Permis émis","2023-12-08T19:00:00Z","2024-04-30T19:59:59Z","Autre","Ontario entre Montcalm et Beaudry","Ville de Montréal",,"t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.5621718444615,45.52131131081246
"657319c348156e0019bb6cb4","OCC-2312DE06551256","Ahuntsic-Cartierville","Travaux","Permis émis","2022-12-04T19:00:00Z","2024-12-31T18:59:59Z","Construction/rénovation avec excavation","Berri entre Legendre et Chabanel","Organisation publique ou son sous-traitant","Tisseur Inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.64804740242023,45.548780278410256
"65737a0282eb3f0019f3d9c3","OCC-2312UP11908391","Rivière-des-Prairies-Pointe-aux-Trembles","Travaux","Permis émis","2024-01-07T19:00:00Z","2024-01-26T18:59:59Z","Autre","Bellevue entre Notre-Dame et Beausoleil","Entrepreneur sous contrat avec la Ville de Montréal","Énergère Inc.","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00",,,"2024-01-20T00:11:30Z",-73.49091276014614,45.685002545451006
"657264dc48156e0019bb6aa4","OCC-2312CR09159071","Ville-Marie","Travaux","Permis émis","2024-01-14T19:00:00Z","2024-02-02T18:59:59Z","Construction/rénovation sans excavation","Saint-Paul entre Marie-Morin et Saint-Sulpice","Entreprise","Batisco Construction Inc.","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00",,,"2024-01-20T00:11:30Z",-73.55419154741863,45.50502135587128
"65731a5448156e0019bb6d14","OCC-2312PX06538835","Anjou","Travaux","Permis émis","2024-01-07T19:00:00Z","2024-01-19T18:59:59Z","Égouts et aqueducs - Inspection et nettoyage","Colbert entre Grenache et Lamartine","Entrepreneur sous contrat avec la Ville de Montréal","ORTEC ENVIRONNEMENT SERVICES INC","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00",,,"2024-01-20T00:11:30Z",-73.57672834752731,45.61163197657193
"6573228436813c001d41f2e8","OCC-2312KC06567178","Anjou","Travaux","Permis émis","2024-01-07T19:00:00Z","2024-01-19T18:59:59Z","Égouts et aqueducs - Inspection et nettoyage","Colbert entre Lamartine et Ravenel","Entrepreneur sous contrat avec la Ville de Montréal","ORTEC ENVIRONNEMENT SERVICES INC","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00",,,"2024-01-20T00:11:30Z",-73.579858832487,45.61291748684803
"6573246c48156e0019bb6f24","OCC-2312IL06563122","Le Sud-Ouest","Travaux","Permis émis","2023-11-24T19:00:00Z","2024-06-28T19:59:59Z","Construction/rénovation sans excavation","Saint-Jacques entre Saint-Henri et Saint-Ferdinand","Organisation publique ou son sous-traitant","Hulix Construction","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.58598909573013,45.47761664462621
"65732cce36813c001d41f526","OCC-2312XA06585685","Anjou","Travaux","Permis émis","2024-01-07T19:00:00Z","2024-01-19T18:59:59Z","Égouts et aqueducs - Inspection et nettoyage","Baldwin entre Châteauneuf et Métropolitain","Entrepreneur sous contrat avec la Ville de Montréal","ORTEC ENVIRONNEMENT SERVICES INC","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00",,,"2024-01-20T00:11:30Z",-73.55683273184887,45.61384170153674
"6573298e48156e0019bb70b3","OCC-2312MP06584068","Anjou","Travaux","Permis émis","2024-01-07T19:00:00Z","2024-01-19T18:59:59Z","Égouts et aqueducs - Inspection et nettoyage","Fontevrault entre Vernantes et Louresse","Entrepreneur sous contrat avec la Ville de Montréal","ORTEC ENVIRONNEMENT SERVICES INC","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00",,,"2024-01-20T00:11:30Z",-73.57662866454372,45.60544483146583
"657326c448156e0019bb6fa0","OCC-2312CE06584813","Ville-Marie","Travaux","Permis émis","2023-12-10T19:00:00Z","2024-03-15T19:59:59Z","Construction/rénovation sans excavation","Notre-Dame entre Saint-Laurent et Saint-Sulpice","Entreprise","GB Cotton Inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.55580420675246,45.50611484313044
"6573273836813c001d41f3b6","OCC-2312IE06568922","Anjou","Travaux","Permis émis","2024-01-07T19:00:00Z","2024-01-19T18:59:59Z","Égouts et aqueducs - Inspection et nettoyage","Fontevrault entre Vernantes et Lilas","Entrepreneur sous contrat avec la Ville de Montréal","ORTEC ENVIRONNEMENT SERVICES INC","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00",,,"2024-01-20T00:11:30Z",-73.57651037114118,45.60581018446858
"6573499536813c001d41fb26","OCC-2312WG09145359","Verdun","Travaux","Permis émis","2024-01-07T19:00:00Z","2024-01-19T18:59:59Z","Égouts et aqueducs - Inspection et nettoyage","Argyle entre Verdun et Bannantyne","Entrepreneur sous contrat avec la Ville de Montréal","ORTEC ENVIRONNEMENT SERVICES INC","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00",,,"2024-01-20T00:11:30Z",-73.57500125367069,45.45317103746961
"657340b282eb3f0019f3ccab","OCC-2312US11830461","Rivière-des-Prairies-Pointe-aux-Trembles","Travaux","Permis émis","2024-01-07T19:00:00Z","2024-01-19T18:59:59Z","Égouts et aqueducs - Inspection et nettoyage","Métropolitain entre Métropolitain et Métropolitain","Entrepreneur sous contrat avec la Ville de Montréal","ORTEC ENVIRONNEMENT SERVICES INC","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00",,,"2024-01-20T00:11:30Z",-73.52417081771927,45.65313871558119
"657359ba36813c001d41fd33","OCC-2312AC16132840","Ville-Marie","Travaux","Permis émis","2023-12-31T19:00:00Z","2024-12-31T18:59:59Z","Construction/rénovation sans excavation","Mansfield entre René-Lévesque et Cathcart","Entreprise","1230 Mansfield Development LP","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.57037218212385,45.50070577934067
"657352e182eb3f0019f3cfbd","OCC-2312YK09145970","Verdun","Travaux","Permis émis","2024-01-07T19:00:00Z","2024-01-19T18:59:59Z","Égouts et aqueducs - Inspection et nettoyage","Ruelle","Entrepreneur sous contrat avec la Ville de Montréal","ORTEC ENVIRONNEMENT SERVICES INC","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00",,,"2024-01-20T00:11:30Z",-73.57555473588693,45.45358320734742
"642482366115c600193935c9","OCC-2303IC25535524","Ville-Marie","Travaux","Permis émis","2023-03-31T20:00:00Z","2024-03-31T19:59:59Z","Autre","Jardins du Gesú","Organisation publique ou son sous-traitant","Partenariat du Quartier des spectacles","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.56667850422527,45.50551018820066
"65736c3882eb3f0019f3d61e","OCC-2312FT09147158","Verdun","Travaux","Permis émis","2024-01-07T19:00:00Z","2024-01-19T18:59:59Z","Égouts et aqueducs - Inspection et nettoyage","LaSalle entre Galt et Gordon","Entrepreneur sous contrat avec la Ville de Montréal","ORTEC ENVIRONNEMENT SERVICES INC","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00","07:00","19:00",,,"2024-01-20T00:11:30Z",-73.56295469453396,45.46115538698854
"65036ad56c6df10019bb2e65","OCC-2309KA11964634","Le Sud-Ouest","Travaux","Permis émis","2023-07-10T20:00:00Z","2024-05-31T19:59:59Z","Autre","Eleanor entre William et Barré","RTU (Réseau technique urbain) ou son sous-traitant
","Energir Climatisation et Chauffage Urbain","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.56281373363478,45.49315017111485
"6570d624772fcd001d33786a","OCC-2312PQ05108484","Le Plateau-Mont-Royal","Travaux","Permis émis","2023-12-05T19:00:00Z","2024-02-16T18:59:59Z","Construction/rénovation sans excavation","Érables entre Mont-Royal et Gilford","Entrepreneur sous contrat avec la Ville de Montréal","Sutera Inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.57184075835058,45.53596576551535
"6570d6720f40b30019a3a864","OCC-2312QF10060487","Ville-Marie","Travaux","Permis émis","2024-01-18T19:00:00Z","2024-01-28T18:59:59Z","Autre","Jean-Paul-Riopelle entre Saint-Antoine et De Bleury","Entreprise","SUM","t","f","t","f","t","f","t","f","t","f","t","f","t","f","08:00","23:00","08:00","23:00","08:00","23:00","08:00","23:00","08:00","23:00","08:00","23:00","08:00","22:00","2024-01-20T00:11:30Z",-73.56092739860887,45.50354142556957
"65707af40f40b30019a393ca","OCC-2312AK05704770","Ville-Marie","Travaux","Permis émis","2023-11-21T19:00:00Z","2024-01-31T18:59:59Z","Construction/rénovation sans excavation","Montagne entre René-Lévesque et Sainte-Catherine","Entreprise","Construction Quatrium Inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.57474915821413,45.49787550539539
"65707b440f40b30019a393ea","OCC-2312UQ10172566","Verdun","Travaux","Permis émis","2023-04-16T20:00:00Z","2024-02-29T18:59:59Z","Construction/rénovation sans excavation","LaSalle entre Edna et Église","Entreprise","EPSYLON CONCEPT INC.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.563789449831,45.46316041817658
"65709abb772fcd001d336a38","OCC-2312YV09195127","Ville-Marie","Travaux","Permis émis","2024-01-18T19:00:00Z","2024-01-19T18:59:59Z","Autre","Sainte-Catherine entre Fort et Chomedey","Entreprise","Enseignes Barbo","t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"09:00","15:00","09:00","15:00","09:00","15:00","09:00","15:00","09:00","15:00",,,"2024-01-20T00:11:30Z",-73.58184044680931,45.4915207700976
"6570d17e772fcd001d3377aa","OCC-2401OI02260403","Le Plateau-Mont-Royal","Travaux","Permis émis","2024-01-02T19:00:00Z","2024-03-01T18:59:59Z","Construction/rénovation sans excavation","Mont-Royal entre Berri et Pontiac","Entreprise","EMJ Construction","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.58198348501374,45.525164517609696
"656e4196fe44120019b5fcc0","OCC-2312NP12820954","Ville-Marie","Travaux","Permis émis","2024-01-14T19:00:00Z","2024-01-19T18:59:59Z","Autre","Metcalfe entre René-Lévesque et Square-Dorchester",,,"t","f","t","f","t","f","t","f","t","f","f","f","f","f",,,"17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00","17:00","06:00",,,"2024-01-20T00:11:30Z",-73.57048149759817,45.49994877943909
"656e2552fe44120019b5f6b1","OCC-2401XI02434385","Verdun","Travaux","Permis émis","2024-01-07T19:00:00Z","2024-03-29T19:59:59Z","Construction/rénovation avec excavation","15-20 entre 15-20 et Champlain","Organisation publique ou son sous-traitant","EBC Inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.54581523021292,45.47144201262972
"656e39ddfe44120019b5fbed","OCC-2312CU03344177","Ville-Marie","Travaux","Permis émis","2023-12-03T19:00:00Z","2024-01-31T18:59:59Z","Construction/rénovation sans excavation","Belmont entre Beaver Hall et Robert-Bourassa","Entreprise","BELMONT ENTREPRENEUR ELECTRICIEN INC.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.5654352731948,45.50184200461058
"656f277d35401b001998bf24","OCC-2312QT03951456","Anjou","Travaux","Permis émis","2023-12-04T19:00:00Z","2024-06-01T19:59:59Z","Construction/rénovation sans excavation","Métropolitain entre Champ-D'Eau et Métropolitain","Entrepreneur sous contrat avec la Ville de Montréal","Tisseur Inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.57063131365983,45.59967904402568
"656f2cb835401b001998c01b","OCC-2312HL04198517","Ville-Marie","Travaux","Permis émis","2023-12-31T19:00:00Z","2024-08-30T19:59:59Z","Construction/rénovation sans excavation","Ruelle","Entreprise","9595988 CANADA INC.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.55229848016675,45.52330474234444
"656f28997bf29d00194fba20","OCC-2312IS03953590","Anjou","Travaux","Permis émis","2023-12-04T19:00:00Z","2024-06-01T19:59:59Z","Construction/rénovation sans excavation","Métropolitain entre Métropolitain et Jean-Talon","Entrepreneur sous contrat avec la Ville de Montréal","Tisseur Inc.","t","t","t","t","t","t","t","t","t","t","t","t","t","t",,,,,,,,,,,,,,,"2024-01-20T00:11:30Z",-73.57028502186242,45.6000467390133
